,DLSse01,DLSse02,DLSse03,DPSse01,DPSse02,DPSse03,HLse01,HLse02,HLse03,SLTse01,SLTse02,SLTse03,SLse01,SLse02,SLse03,XSse01,XSse02,XSse03
otu413,0,5,3,8,1,0,0,5,6,0,2,5,5,39,6,11,4,0
otu4130,0,0,0,1,6,5,0,0,0,1,0,0,0,0,0,0,0,0
otu4132,0,0,0,0,5,0,1,8,1,0,0,0,0,0,0,0,0,1
otu4133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu4134,0,0,2,2,0,0,1,0,4,0,0,2,0,0,0,4,1,0
otu4136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu4138,0,3,0,0,0,1,0,2,2,0,1,0,0,0,1,0,0,1
otu4139,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu414,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
otu4140,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,0
otu4141,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,8,0,3
otu4142,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0
otu4143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
otu4145,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
otu4146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu4148,2,3,2,0,0,0,0,0,0,0,0,0,29,25,19,1,1,0
otu4149,1,0,0,1,0,0,0,0,0,0,0,53,1,3,5,0,0,0
otu415,2,3,2,3,0,2,2,4,10,1,2,6,1,0,1,1,0,3
otu4150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2
otu4151,4,5,7,0,0,0,1,1,0,14,1,0,2,7,1,6,1,0
otu4152,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4153,0,1,0,0,0,2,1,2,1,0,0,51,1,1,0,1,5,3
otu4154,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4155,1,0,0,0,0,4,2,0,0,0,0,5,0,0,2,0,13,32
otu416,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,11,0,0
otu4160,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
otu4162,0,0,0,3,0,7,0,2,1,2,1,1,0,2,2,1,9,9
otu4164,0,0,0,1,0,4,0,0,0,1,0,14,2,3,6,1,9,21
otu4166,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,5,0,0
otu4169,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
otu417,20,1,23,1,0,0,46,0,1,25,0,0,6,12,0,0,0,0
otu4172,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0
otu4173,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
otu4174,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2
otu4175,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu4177,0,2,0,4,0,0,0,1,0,0,1,0,5,0,0,3,0,0
otu4178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2
otu4179,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
otu4180,3,0,3,1,0,1,0,1,6,15,7,3,1,6,4,9,1,0
otu4181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4192,0,0,0,3,7,6,1,0,0,4,2,2,0,0,0,0,2,0
otu4193,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0
otu4196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
otu4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
otu42,0,3,18,3,0,0,0,3,1,0,1,2,0,0,0,1,0,0
otu420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4203,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
otu4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4205,1,4,7,1,2,0,0,0,0,0,0,0,6,15,23,3,2,2
otu4206,4,1,7,0,0,0,0,0,0,0,0,1,18,8,11,0,0,0
otu4208,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu421,0,3,0,7,0,0,15,17,0,3,0,0,0,0,1,1,0,0
otu4213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
otu4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu4217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
otu4221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4224,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu4225,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,2,0,0
otu4226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu4228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
otu4229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
otu423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4230,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
otu4231,12,39,14,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0
otu4232,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
otu4233,2,7,3,0,0,0,0,1,0,0,0,0,38,21,25,0,0,0
otu4235,0,0,2,0,0,0,0,0,0,0,0,0,8,16,18,0,0,0
otu4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu424,5,12,12,1,1,0,5,10,15,3,7,3,1,1,0,0,1,0
otu4240,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1
otu4241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4244,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
otu4246,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
otu4247,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
otu4249,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
otu425,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu4252,0,7,0,0,0,0,0,5,0,0,4,1,0,0,2,0,0,0
otu4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu4256,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4257,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu4258,2,0,3,0,0,1,4,0,1,0,0,0,7,9,11,2,10,6
otu4259,0,0,0,0,0,0,0,0,0,2,1,17,0,0,0,0,0,0
otu426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu4260,5,0,5,0,0,0,4,1,23,0,0,0,0,0,0,1,0,0
otu4261,0,0,0,0,6,1,2,4,6,1,0,3,0,2,0,5,46,7
otu4262,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu4263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4268,6,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2
otu427,0,0,0,3,3,4,48,19,31,0,3,27,0,3,5,31,2429,157
otu4272,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,89,0
otu4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu4275,0,0,0,0,2,0,0,0,0,0,0,0,3,5,4,4,8,23
otu4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu428,0,0,0,0,0,1,16,4,2022,26,0,20,0,0,1,3,5,5
otu4281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4282,0,1,0,0,0,0,1,1,4,0,2,3,0,0,0,1,0,0
otu4283,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0
otu4285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
otu4287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu4288,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
otu4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu429,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
otu4290,2,0,1,5,0,0,0,0,0,0,0,0,14,1,10,2,0,1
otu4291,5,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
otu4293,0,0,0,0,2,1,1,0,1,0,0,24,0,0,0,0,37,3
otu4294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu4295,0,0,0,4,24,1,2,0,1,2,0,0,0,0,0,0,1,0
otu4296,0,2,0,0,0,0,2,25,16,0,0,0,0,0,0,5,2,2
otu4297,0,0,0,4,4,32,0,0,0,0,1,2,4,1,5,1,0,2
otu4298,2,8,2,0,0,0,0,0,0,0,0,0,21,25,10,2,0,0
otu4299,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu43,0,25,0,8,3,4,2,6,0,604,14792,16,0,0,0,0,0,0
otu4300,0,0,0,1,1,6,0,0,1,7,0,35,3,0,6,0,18,11
otu4306,0,0,0,0,0,1,3,0,1,0,0,2,0,0,5,0,30,10
otu4309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu431,3,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
otu4313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4317,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
otu4318,0,1,1,0,2,0,1,2,0,0,3,0,0,0,0,1,0,0
otu4319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu432,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
otu4320,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2
otu4321,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
otu4323,0,0,1,1,0,5,6,0,3,35,4,2,0,0,0,34,1,1
otu4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
otu4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu433,0,0,0,0,0,16,0,0,0,0,0,0,0,0,30,0,0,27
otu4330,2,1,3,1,0,1,0,0,0,0,0,0,20,17,20,6,6,4
otu4334,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
otu4337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu434,0,2,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0
otu4340,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,22,18
otu4343,0,0,0,0,0,0,34,1,39,0,0,0,0,0,0,0,0,0
otu4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4346,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
otu4347,5,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,2
otu4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4355,4,19,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu4356,7,23,18,0,0,0,0,0,1,0,0,0,3,2,5,0,0,0
otu4357,3,6,3,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
otu4358,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
otu4359,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0
otu436,0,0,0,1,3,4,28,23,27,3,2,28,0,1,2,30,2561,153
otu4361,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
otu4362,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4363,0,0,0,2,5,23,0,0,0,1,2,4,0,0,2,0,0,1
otu4365,0,0,0,2,0,0,0,3,3,5,4,0,0,0,0,35,4,2
otu4366,0,0,0,3,3,10,3,2,3,3,1,6,0,0,1,1,23,17
otu4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4368,0,0,0,51,12,33,0,0,0,0,0,0,0,0,0,0,0,0
otu4369,0,0,0,5,21,0,0,1,0,2,0,0,0,0,0,0,0,0
otu437,0,4,0,3,0,0,0,20,0,0,4,0,1,0,0,2,0,0
otu4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu4375,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0
otu4376,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
otu4377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4378,2,1,0,3,1,0,0,0,0,0,0,0,22,4,4,2,0,0
otu4379,0,0,0,1,3,4,0,1,1,8,5,9,0,1,0,2,7,4
otu438,0,8,0,3,0,21,1,7,3,1,2,3,4,0,28,15,0,35
otu4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu4381,1,0,2,1,3,11,5,6,4,5,4,53,10,12,15,3,18,2
otu4382,0,0,0,0,1,2,3,0,1,29,4,0,2,0,0,18,1,0
otu4383,0,0,2,0,0,0,0,0,0,0,0,0,2,12,5,0,0,0
otu4385,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4388,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0
otu439,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0
otu4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4392,0,0,0,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0
otu4393,0,0,0,25,0,15,0,0,0,1,1,1,1,0,2,3,0,1
otu4394,0,0,0,2,14,9,1,0,0,1,0,0,0,0,0,0,9,1
otu4395,0,0,0,1,0,1,0,0,0,0,0,42,0,1,0,0,6,65
otu44,270,220,227,2,1,2,26,29,14,15,4,5,37,47,70,0,3,2
otu440,2,7,1,523,324,161,17,6,12,129,3,18,443,94,829,210,11,1446
otu4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu4403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
otu4406,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,4
otu4408,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
otu4410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4411,0,0,0,5,2,4,0,1,2,2,7,53,1,1,4,0,0,0
otu4412,3,1,4,1,0,3,1,1,0,33,1,3,0,0,0,10,0,0
otu4414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
otu4415,2,0,0,2,7,36,1,0,1,2,0,1,2,2,13,1,10,2
otu4416,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
otu4417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu4418,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu442,4,4,2,3,0,0,4,2,6,2,0,1,1,1,0,4,8,1
otu4423,0,0,0,1,3,8,0,0,0,0,1,4,1,0,0,0,7,2
otu4425,0,0,0,0,0,3,11,8,11,1,1,13,0,0,0,5,26,41
otu4427,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,37,2
otu443,14,1,5,29,20,96,15,0,3,1005,6,1621,56,90,167,15,257,456
otu4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu4432,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
otu4433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu4434,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu4436,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu4440,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu4441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4
otu4442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu4443,3,0,1,0,0,0,0,0,5,0,2,4,0,0,0,0,0,0
otu4444,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4445,0,0,2,3,2,5,0,0,0,0,0,2,4,63,18,0,1,1
otu4446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu445,29,40,33,15,10,13,0,0,1,0,0,0,364,486,351,18,20,38
otu4450,0,0,0,0,1,1,1,3,1,0,0,4,0,0,0,1,18,8
otu4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu4454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4455,0,0,0,30,11,2,0,0,0,0,0,0,0,1,0,0,0,0
otu4456,0,0,0,5,0,6,0,0,0,0,0,10,1,49,7,0,1,0
otu4457,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
otu4459,0,0,1,0,0,0,0,0,0,0,0,0,1,33,4,0,0,0
otu446,2,4,0,0,4,0,2,3,2,3,1,3,0,0,0,0,7,0
otu4460,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
otu4462,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0
otu4464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4465,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,4,1
otu4466,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
otu4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu4468,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
otu4469,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu4470,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
otu4471,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu4472,1,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0
otu4473,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0
otu4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu4475,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu4476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu4477,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
otu4478,0,1,1,1,0,0,0,0,0,0,0,0,10,6,6,1,1,4
otu4479,2,0,1,1,3,10,0,1,0,1,1,3,10,8,13,1,2,1
otu448,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4481,0,0,0,6,1,17,0,0,0,0,0,6,1,48,9,0,4,2
otu4482,0,4,1,0,0,0,0,7,2,0,2,6,0,0,0,0,0,0
otu4483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
otu4488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu449,7,7,1,8,2,7,98,69,248,29,2,4,14,26,29,23,18,21
otu4492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4493,0,1,1,6,20,1,0,0,1,10,1,6,0,0,1,7,2,0
otu4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4497,0,0,0,1,6,33,1,0,0,1,0,1,0,0,3,0,4,1
otu4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu45,3,0,0,10,0,0,0,0,0,0,0,0,6,0,0,10,0,0
otu4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4504,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,0
otu4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4508,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
otu451,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4510,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,2
otu4511,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3
otu4512,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0
otu4513,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
otu4514,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,2
otu4516,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu4517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu452,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,29,1,0
otu4520,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4522,0,3,0,0,0,0,2,34,5,0,0,0,0,0,0,0,2,4
otu4523,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4524,0,0,0,3,10,0,0,1,0,0,0,1,0,0,0,0,1,0
otu4525,1,0,0,0,0,3,8,8,7,0,0,0,0,0,2,3,12,3
otu4527,0,0,0,2,1,0,4,1,1,16,3,1,0,0,0,26,0,0
otu4528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4529,0,0,1,2,0,0,2,12,2,2,0,0,0,0,0,1,0,0
otu453,126,159,122,6,28,24,5,0,6,29,3,5,181,1160,674,17,100,42
otu4531,0,0,0,7,5,59,0,0,0,0,0,0,1,3,13,1,0,0
otu4532,0,0,0,0,3,0,4,3,3,0,0,1,0,2,0,1,43,3
otu4533,0,0,0,1,1,1,0,0,2,0,0,45,7,0,1,0,1,22
otu4534,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,5,141
otu4535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu4536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
otu4537,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
otu4538,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
otu4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu454,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,6,3
otu4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu4543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
otu4545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4546,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu4547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu4548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
otu4549,0,0,0,3,1,3,6,0,0,58,0,6,0,0,3,0,0,0
otu455,0,0,0,8,0,3,1,0,1,0,0,1,0,0,9,1,0,2
otu4550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4551,1,0,1,0,0,1,0,0,0,3,0,0,4,9,8,1,1,0
otu4552,0,0,1,2,2,0,6,0,4,9,0,38,0,0,0,1,16,0
otu4554,5,3,4,0,0,0,0,0,0,0,0,0,18,5,16,1,1,1
otu4555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4556,0,0,1,0,0,1,0,0,0,0,0,0,5,12,19,0,0,0
otu456,10,10,0,30,456,389,0,0,0,5,1,5,58,62,120,0,0,4
otu4565,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0
otu4569,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
otu4570,0,0,0,11,10,17,0,0,0,0,0,1,0,0,1,0,2,0
otu4571,0,0,0,26,5,12,0,0,0,1,1,0,0,0,0,0,0,0
otu4572,0,0,0,0,0,0,0,1,53,0,0,0,1,0,1,0,0,2
otu4573,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0
otu4574,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu4577,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu458,0,0,0,12,27,42,0,0,1,6,6,7,0,0,4,0,7,2
otu4581,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
otu4582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu4583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu4585,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
otu4586,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4587,0,0,0,1,0,0,2,0,1,0,1,2,0,0,3,8,7,6
otu4588,152,299,153,64,10,15,122,162,35,34,41,6,17,13,14,47,5,6
otu4589,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0
otu4590,0,0,0,1,3,6,0,0,0,0,0,0,2,23,1,0,0,2
otu4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu4594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu4597,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,7,0,0
otu4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
otu46,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,3,0,0
otu460,0,2,0,1,0,1,1,2,1,0,0,1,1,0,5,1,0,2
otu4600,0,0,0,0,0,0,3,2,9,0,1,4,0,0,3,3,9,10
otu4601,0,0,0,0,1,0,0,0,0,0,0,0,0,22,6,0,1,0
otu4602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu4604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
