,DLSs01,DLSs02,DLSs03,DPSs202001,DPSs202002,DPSs202003,HLs202001,HLs202002,HLs202003,SLTs202001,SLTs202002,SLTs202003,SLs01,SLs02,SLs03,XSs202001,XSs202002,XsSs202003
otu3644,0,0,0,0,0,1,28,1,9,21,11,3,0,0,0,4,7,13
otu3645,0,0,0,0,6,3,0,1,0,1,0,0,0,0,0,0,3,4
otu3646,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,1,1
otu3647,0,0,0,0,0,0,0,12,7,0,0,1,0,0,0,1,0,0
otu3648,0,0,0,3,0,0,36,1,0,1,8,2,0,0,0,129,11,6
otu3649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0
otu365,0,8,0,0,0,0,2,4,87,6,0,0,0,19,0,0,0,0
otu3650,4,0,0,0,0,0,1,5,1,0,2,1,0,2,0,1,2,0
otu3651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3652,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
otu3653,0,0,0,0,0,0,2,5,28,8,0,0,0,0,0,0,0,0
otu3654,0,0,1,0,0,4,4,67,2,0,39,8,8,0,0,0,3,13
otu3655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3656,35,28,7,0,0,0,13,0,2,3,5,2,0,0,2,1,0,2
otu3657,0,17,28,0,0,0,0,0,0,0,10,0,0,0,0,2,25,2
otu3658,12,0,6,0,0,0,6,0,0,0,0,2,4,10,39,2,2,1
otu3659,2,78,0,1,0,6,6,2,0,0,2,6,4,1,0,14,1,27
otu3660,0,1,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu3661,1,0,2,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0
otu3662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu3663,0,0,0,6,24,33,0,6,0,4,1,0,0,0,0,0,1,3
otu3664,0,0,0,1,0,4,14,30,2,9,16,22,0,0,0,11,9,10
otu3665,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3666,0,0,0,4,0,1,11,0,1,0,11,4,3,0,2,63,11,12
otu3667,0,0,0,0,0,5,0,142,4,0,0,0,0,0,0,0,0,19
otu367,5,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu3671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu3672,0,0,1,0,0,0,19,0,4,4,7,3,2,2,0,12,5,3
otu3673,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0
otu3674,18,0,0,6,5,6,2,1,0,4,2,8,2,0,2,2,3,2
otu3675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3677,0,0,0,1,0,0,24,0,0,1,19,291,2,0,0,12,16,24
otu3678,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,3,0
otu3679,14,0,49,0,0,0,13,0,0,2,2,1,0,0,8,0,1,2
otu368,4,0,4,0,0,0,0,0,0,0,0,0,1984,0,53,0,0,0
otu3680,2,3,6,0,1,1,9,8,2,0,18,9,0,0,2,5,6,4
otu3681,3,0,102,1,0,0,0,0,1,7,4,0,3,1,8,1,0,2
otu3682,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
otu3684,1,2,8,0,0,1,62,0,6,16,7,4,0,1,1,6,23,11
otu3685,0,0,0,2,1,2,0,1,0,0,6,2,0,0,1,3,2,1
otu3686,0,0,0,1,5,1,2,3,0,1,3,1,0,0,0,4,5,1
otu3687,0,0,0,11,13,46,0,5,0,7,0,0,0,0,0,1,0,8
otu3688,0,0,0,0,0,0,11,0,0,0,6,15,0,0,0,9,8,9
otu3689,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,2
otu369,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,0,0,0
otu3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
otu3691,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3693,0,0,0,0,0,1,20,3,4,11,4,4,0,0,1,2,5,1
otu3694,0,0,0,0,0,0,2,0,0,0,3,6,1,0,0,4,3,1
otu3695,0,0,0,6,1,2,6,0,0,2,21,1,0,0,0,1,5,6
otu3696,11,3,40,0,0,0,0,0,0,0,0,0,3,13,17,0,0,0
otu3697,7,0,20,0,2,0,2,0,0,0,2,1,7,1,5,3,8,3
otu3698,2,8,34,0,0,0,0,0,0,0,0,0,4,4,5,0,0,1
otu3699,6,6,12,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0
otu37,82,29,161,72,130,135,999,405,225,763,1787,973,345,65,89,348,546,471
otu370,9,0,4,6,55,17,10,161,81,1,53,5,2,2,1,14,101,57
otu3700,5,5,6,0,0,1,38,0,8,1,13,1,7,0,2,6,6,9
otu3701,3,1,1,0,0,0,2,0,1,0,0,3,2,15,39,0,0,0
otu3702,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
otu3703,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0
otu3704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu3706,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
otu3707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3710,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,1
otu3711,0,0,0,1,0,2,0,3,0,0,5,0,0,0,0,6,0,3
otu3712,0,0,1,20,49,30,4,1,0,15,11,9,1,0,6,10,22,8
otu3713,0,0,0,0,0,0,6,13,1,0,39,12,0,0,0,1,4,22
otu3714,0,0,0,4,16,23,0,2,0,9,0,0,0,0,0,0,1,1
otu3715,0,0,0,2,0,0,0,8,4,0,2,0,0,1,0,2,0,0
otu3717,0,0,0,2,0,1,0,3,0,2,0,0,0,0,0,0,2,0
otu3718,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
otu3719,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0
otu372,0,0,0,9,0,0,0,0,0,0,17,14,0,0,0,12,0,0
otu3722,0,0,0,0,0,3,0,2,4,1,0,0,0,0,0,0,3,5
otu3723,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
otu3724,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0
otu3725,0,0,3,0,1,0,2,6,4,0,1,1,3,0,0,0,4,2
otu3726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3727,3,0,0,2,1,1,2,0,0,1,1,0,2,3,1,0,2,0
otu3729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu373,0,0,0,0,0,68,197,1458,194,44,471,36,0,0,0,50,62,259
otu3730,8,0,1,1,3,4,1,3,2,14,0,0,12,0,4,0,1,3
otu3732,1,0,0,6,0,1,0,0,0,2,1,1,3,0,0,0,0,0
otu3733,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3734,0,0,1,9,4,3,3,3,0,0,0,4,0,1,5,45,3,3
otu3736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu3737,115,0,11,0,0,0,0,0,0,0,0,0,12,2,3,0,0,0
otu3738,39,1,10,0,0,0,2,3,0,1,0,0,3,2,25,0,0,0
otu3739,2,0,1,5,12,1,0,0,1,18,1,4,0,0,0,0,0,0
otu374,0,0,0,0,0,0,6,2,302,3,0,0,0,0,0,0,0,0
otu3741,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4
otu3742,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu3743,0,1,0,1,1,0,1,0,0,4,0,0,0,1,0,2,2,4
otu3744,0,0,0,0,0,0,15,3,81,15,0,0,0,0,1,0,0,0
otu3747,0,0,0,0,0,0,16,3,91,6,0,0,0,0,0,0,0,0
otu3748,0,0,1,0,1,0,0,6,3,1,8,0,0,0,0,0,2,0
otu3749,0,0,0,0,0,0,8,0,0,0,9,24,0,1,0,2,4,9
otu375,3,30,6,4,5,1,2,1,1,0,3,0,6,3,1,16,21,4
otu3750,0,0,0,2,0,0,10,1,0,0,13,23,0,0,0,14,11,19
otu3751,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu3752,0,0,0,0,15,0,11,0,0,0,6,10,0,0,0,19,59,24
otu3753,0,0,0,0,0,7,23,103,17,5,6,0,0,0,0,2,1,18
otu3755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
otu3757,0,0,0,0,2,3,2,0,14,1,0,0,0,2,0,0,0,0
otu3758,0,3,3,0,1,0,0,0,0,2,0,0,1,0,0,2,0,3
otu376,0,0,0,2,6,5,0,59,0,0,4,0,0,0,0,2,8,14
otu3760,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,1,3
otu3761,8,4,9,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0
otu3762,12,1,10,0,0,0,6,0,0,2,0,0,12,17,16,0,0,0
otu3763,8,1,4,0,0,0,1,0,0,1,0,0,6,5,32,0,0,0
otu3764,1,0,0,0,1,1,10,0,1,2,2,13,1,0,0,1,8,5
otu3765,0,0,3,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
otu3766,3,0,10,3,2,1,0,3,0,0,3,2,0,0,0,0,0,0
otu3767,5,15,6,0,0,0,0,1,1,0,0,0,2,4,5,0,0,0
otu3768,3,0,1,0,0,0,3,0,0,0,3,5,0,1,1,4,1,3
otu3769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu377,0,1,0,7,73,21,173,24,0,0,136,83,0,0,0,150,857,547
otu3770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu3771,0,0,0,0,1,4,5,42,10,4,9,6,0,0,0,1,2,6
otu3772,0,0,1,0,0,6,3,46,7,4,28,15,0,0,0,8,7,5
otu3773,0,0,0,0,0,0,0,4,6,0,0,2,0,1,1,0,1,0
otu3774,0,0,0,1,1,0,26,0,3,16,22,44,0,0,0,6,16,22
otu3775,0,0,0,0,0,2,6,8,1,0,6,14,0,0,0,1,5,3
otu3776,0,0,0,0,0,0,12,0,0,0,12,22,0,0,0,10,15,13
otu3777,0,0,0,0,0,1,6,0,0,0,6,27,1,0,0,4,3,10
otu3778,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0
otu3779,0,0,0,6,0,0,8,2,0,0,5,4,0,0,0,45,11,11
otu378,12,3,65,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
otu3781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0
otu3784,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
otu3785,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2
otu3786,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
otu3787,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu3788,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,5,0,0
otu379,3859,2,56,1,1,7,9,3,3,7,2,12,64,18,60,5,4,14
otu3790,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu3791,8,0,0,0,0,0,1,0,0,0,0,0,11,3,28,0,0,0
otu3792,2,1,5,0,0,0,0,0,0,0,0,0,20,2,10,0,0,0
otu3793,0,0,0,1,0,0,0,0,0,2,6,0,0,2,0,0,0,0
otu3794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2
otu3795,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3796,0,0,0,0,0,0,1,3,8,2,0,0,0,0,0,0,0,0
otu3797,0,0,0,3,5,4,2,5,3,8,0,2,0,0,0,1,1,4
otu3798,0,0,1,0,3,3,2,9,2,0,0,1,0,0,0,0,5,11
otu3799,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,9,1
otu38,0,33,15,0,3,1,0,1,2,0,2,3,0,41,0,4,2,5
otu380,0,0,0,51,24,29,0,226,133,0,35,28,0,1,1,91,47,56
otu3800,0,0,0,12,13,22,0,5,0,18,0,0,0,0,0,0,4,10
otu3801,0,0,0,1,0,0,0,0,0,0,5,2,1,0,0,1,0,0
otu3802,0,0,0,0,0,0,2,0,0,0,2,45,0,0,0,1,3,3
otu3804,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu3805,0,0,0,2,1,3,4,1,0,1,4,1,1,3,1,2,2,0
otu3806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3807,0,1,1,0,1,0,2,2,10,0,1,1,1,0,1,1,5,5
otu381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3810,1,4,0,0,0,1,0,2,0,0,1,0,1,2,0,1,1,2
otu3811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3813,2,3,5,8,16,22,0,4,0,4,0,1,4,1,2,2,2,7
otu3814,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3815,27,4,15,0,2,2,0,0,0,0,1,0,17,9,11,1,2,3
otu3816,36,1,3,0,0,0,0,0,0,0,0,0,16,7,20,0,0,0
otu3817,13,0,10,0,1,0,0,0,0,0,2,2,10,1,31,0,0,0
otu3818,4,0,11,0,0,0,0,0,0,0,0,0,43,4,9,0,0,0
otu3819,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu382,1,24,1,1,0,4,17,5,2,4,4,3,5,4,11,3,7,11
otu3820,0,14,3,0,0,1,3,0,1,0,2,0,2,5,4,1,0,9
otu3821,1,1,4,6,9,4,15,3,2,5,7,9,2,1,1,16,35,13
otu3823,0,0,1,2,2,5,0,4,0,0,1,0,0,0,0,1,2,4
otu3824,0,0,0,0,0,0,20,0,4,8,3,6,0,0,0,12,4,4
otu3825,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,4
otu3826,0,0,0,0,2,0,11,4,4,6,0,0,0,0,0,0,0,0
otu3827,0,0,0,0,0,0,12,0,0,0,65,6,0,0,0,8,10,8
otu3828,0,0,0,1,0,0,3,1,0,0,10,36,0,2,0,9,8,12
otu3829,0,0,0,0,0,0,7,0,0,0,15,29,0,0,0,6,9,18
otu383,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3830,0,0,0,0,0,2,0,21,0,0,0,0,0,24,0,0,0,2
otu3832,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
otu3834,1,3,0,1,4,1,2,2,13,2,0,3,21,2,11,7,7,4
otu3835,58,0,27,2,0,0,2,0,0,0,3,0,10,2,9,0,2,1
otu3836,8,0,9,0,0,0,0,0,0,0,0,0,8,1,14,0,0,0
otu3837,138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu3838,2,2,4,1,0,0,0,0,0,0,0,0,4,4,13,0,0,0
otu3839,3,0,2,0,1,1,6,0,0,0,1,18,21,1,3,5,9,3
otu384,64,405,1699,0,1,0,2,1,0,1,14,0,43,15,35,1,3,1
otu3840,0,0,0,4,0,0,0,9,10,0,1,4,1,0,0,4,0,0
otu3841,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3842,1,0,4,0,0,0,1,0,0,1,0,0,39,0,4,0,0,0
otu3843,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu3844,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1
otu3845,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu3846,3,9,10,0,0,0,1,0,0,0,0,0,9,7,22,0,1,0
otu3847,1,0,12,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
otu3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
otu3849,0,0,0,0,0,11,0,87,15,0,6,0,0,1,0,0,0,12
otu385,0,0,0,3,21,26,0,1,0,0,0,0,0,0,0,0,0,0
otu3850,0,0,0,0,0,1,9,6,1,0,9,7,0,0,0,1,3,1
otu3851,0,0,0,0,0,1,11,0,0,0,8,30,0,0,0,4,9,15
otu3852,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,1
otu3853,0,0,0,0,0,5,0,11,0,3,0,0,0,0,0,0,0,7
otu3854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu3856,0,0,0,0,0,0,0,2,0,0,1,0,1,22,24,0,0,2
otu3858,17,3,3,0,0,2,2,7,1,1,2,1,11,3,15,1,1,2
otu3859,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
otu386,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3860,0,0,0,0,0,0,4,0,0,0,3,50,0,0,0,3,2,9
otu3861,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu3862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
otu3864,26,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3865,14,5,28,1,0,1,9,4,1,1,7,2,5,0,16,6,8,2
otu3866,5,0,1,9,17,17,0,8,0,18,0,0,1,0,0,0,0,9
otu3867,2,0,0,1,1,0,5,6,0,2,4,10,4,4,3,7,5,5
otu3868,2,0,2,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0
otu3869,0,0,2,5,4,2,13,0,0,0,20,11,0,0,1,19,18,8
otu387,0,1,0,0,0,3,3,5,76,0,0,0,0,10,0,0,0,0
otu3870,2,0,4,0,0,1,0,0,0,0,0,0,4,7,60,0,0,0
otu3871,1,0,1,1,0,0,0,0,0,0,5,6,6,0,1,27,7,10
otu3873,0,0,0,0,0,0,0,1,9,2,0,1,1,1,2,0,0,0
otu3875,0,0,0,11,9,5,20,0,7,77,0,0,0,0,0,0,0,0
otu3876,0,0,0,0,0,0,31,0,11,28,5,3,0,0,0,7,9,8
otu3877,0,0,0,0,2,0,0,5,1,0,1,0,0,0,0,0,3,0
otu3878,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,2,3,3
otu3879,0,0,0,0,0,0,0,7,6,0,2,3,0,0,0,2,0,0
otu388,41,2,5,0,0,0,8,9,125,10,0,0,25,11,25,0,0,0
otu3880,0,0,0,2,0,0,0,8,9,0,8,0,0,0,0,6,0,0
otu3881,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0
otu3883,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0
otu3884,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
otu3885,0,0,3,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0
otu3887,2,0,0,3,2,6,3,1,0,3,0,1,3,0,2,6,2,1
otu3888,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
otu3889,0,0,0,0,0,0,13,3,64,6,0,0,1,0,0,0,0,0
otu389,109,0,3,0,1,31,0,4,0,4,0,1,933,3,66,0,1,3
otu3890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3893,10,1,1,0,0,0,1,1,0,0,0,0,3,18,6,0,1,0
otu3894,8,2,0,0,0,0,2,1,1,1,4,0,3,1,4,2,3,2
otu3895,2,0,1,3,0,0,0,6,2,3,1,2,0,0,2,2,0,0
otu3896,0,0,0,0,0,0,5,1,106,1,0,0,0,0,0,0,0,0
otu3897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu39,1,0,0,7,11,8,3,1,6,102,0,0,0,1,1,0,0,1
otu390,12,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
otu3900,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3901,1,0,6,0,0,0,102,0,8,44,3,6,0,0,0,14,21,25
otu3902,0,0,0,50,6,1,0,0,0,7,0,0,0,0,0,2,0,0
otu3903,0,0,0,0,0,0,12,4,4,0,12,24,0,0,0,7,9,9
otu3904,0,0,0,0,0,6,6,9,0,0,6,1,0,0,0,6,6,55
otu3907,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,4,1,2
otu391,2,0,10,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
otu3910,0,1,3,0,0,0,0,0,1,1,0,0,1,6,16,0,0,0
otu3912,1,0,1,1,0,1,8,0,6,1,1,3,4,1,4,8,5,4
otu3913,11,0,8,0,0,0,0,0,0,0,0,0,4,2,44,0,0,0
otu3914,14,26,33,0,0,0,0,4,0,1,2,2,2,2,0,0,0,3
otu3915,16,1,2,1,0,1,1,2,0,0,7,0,0,3,4,3,3,2
otu3916,2,0,0,1,0,1,7,2,2,2,22,10,1,0,0,2,6,4
otu3917,0,12,21,2,1,0,4,1,0,0,3,1,2,0,1,7,13,4
otu3918,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,2,0
otu3919,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu3920,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3921,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
otu3923,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
otu3924,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,1,6,2
otu3927,1,0,0,1,2,0,9,3,0,0,8,9,1,0,1,15,18,18
otu3928,0,0,0,3,0,0,0,7,3,0,6,0,0,0,0,5,1,2
otu3929,0,0,1,0,0,0,0,7,6,0,6,0,0,0,0,0,0,0
otu393,0,0,0,53,1,0,0,359,217,0,63,34,0,2,1,69,1,2
otu3930,0,0,0,0,0,0,5,1,0,0,118,7,0,0,0,4,6,8
otu3931,0,0,0,1,0,1,9,0,0,3,27,8,0,0,0,6,10,8
otu3932,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0
otu3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
otu3934,7,2,4,0,0,2,5,4,1,0,4,3,4,0,4,1,4,4
otu3935,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0
otu3936,1,2,1,1,0,2,4,0,1,9,1,1,4,1,0,3,3,2
otu3937,1,1,1,0,0,0,4,3,2,0,7,4,7,6,3,2,2,4
otu3938,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
otu3939,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
otu394,0,0,3,6,10,10,2,0,3,6,0,3,0,0,0,11,0,0
otu3940,1,0,1,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0
otu3942,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu3943,29,2,5,0,0,0,2,0,3,0,2,1,22,16,9,6,0,2
otu3944,12,0,24,0,1,1,1,3,0,0,7,0,12,3,7,2,2,4
otu3945,6,1,2,0,0,0,0,0,0,0,0,4,5,13,37,0,3,1
otu3946,8,13,11,0,0,0,1,3,0,0,1,1,24,0,9,0,2,1
otu3947,37,51,22,67,37,44,26,4,0,38,33,10,2,1,2,69,46,73
otu3948,0,0,24,2,0,0,5,0,2,8,9,8,3,0,3,11,5,8
otu3949,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu395,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu3950,0,0,0,0,0,0,52,1,6,10,1,5,0,0,0,6,8,7
otu3951,0,0,0,0,3,0,8,1,7,3,0,0,0,0,0,1,6,1
otu3952,0,0,0,0,0,0,13,0,0,0,16,18,0,0,0,7,11,13
otu3953,0,0,0,1,0,0,10,0,0,0,7,15,0,0,0,19,12,10
otu3954,1,0,0,0,1,1,1,5,2,0,1,0,3,0,0,0,0,1
otu3955,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
otu3956,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,1,2,0
otu3957,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
otu396,29,5,100,78,14,7,121,22,12,24,104,49,28,15,6,535,90,81
otu3963,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu3964,0,0,0,0,0,0,4,5,1,1,2,2,5,1,5,1,0,1
otu3965,19,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu3966,37,0,16,0,0,0,0,1,0,0,0,0,14,2,12,0,0,0
otu3967,8,1,10,0,0,0,0,0,0,0,0,0,7,3,17,0,0,0
otu3968,14,0,12,0,0,0,1,2,2,0,0,0,10,5,14,1,0,1
otu3969,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu397,1,0,0,0,0,0,0,0,0,0,0,0,10,7,16,0,0,0
otu3970,3,5,9,0,0,0,0,0,0,0,0,0,5,1,21,0,0,0
otu3971,1,1,30,0,0,2,5,2,0,0,3,2,1,0,2,2,3,55
otu3972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu3973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu3975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu3976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu3977,0,1,0,1,0,0,89,0,8,26,3,5,0,23,0,14,20,13
otu3978,0,0,0,3,1,3,0,2,0,0,0,0,0,0,0,1,4,2
otu3979,0,0,0,0,0,0,0,5,11,0,2,1,0,0,0,1,0,0
otu398,31,1,17,24,10,8,63,10,12,11,68,19,3,16,2,122,41,37
otu3980,0,0,0,0,0,0,12,0,0,0,32,53,2,0,0,12,13,8
otu3981,0,0,0,0,6,0,0,14,17,0,0,0,0,0,0,0,1,0
otu3985,0,0,0,0,0,0,4,0,0,0,5,29,0,0,0,2,2,2
otu3989,0,3,2,3,1,1,0,0,0,5,1,0,0,5,3,1,0,1
otu399,0,0,0,29,68,29,0,55,0,0,13,8,0,1,2,40,91,65
otu3990,21,0,17,0,0,0,7,0,2,4,1,2,48,1,3,0,0,4
otu3991,4,0,9,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
otu3992,1,2,1,6,4,2,2,0,1,2,7,3,4,0,4,14,10,10
otu3993,0,0,1,0,1,1,4,1,0,0,1,3,2,1,1,8,8,14
otu3994,37,1,14,0,0,0,0,0,0,0,0,0,10,4,11,1,1,0
otu3995,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,5
otu3996,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0
otu3997,7,1,1,0,0,4,13,7,2,1,37,10,2,0,18,9,9,13
otu3998,3,3,5,0,0,0,0,0,0,0,0,0,0,29,9,0,0,0
otu3999,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu4,32,1,48,180,1364,19,25,2030,3082,41,1279,157,20,14,36,203,1584,40
otu40,0,15,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
otu400,1,2,0,0,2,1,3,16,9,1,1,0,1,51,0,1,9,5
otu4000,0,0,0,4,1,1,1,0,0,1,4,0,2,0,0,0,0,0
otu4001,4,0,0,0,0,1,43,0,4,5,6,2,13,0,2,6,7,11
otu4002,0,0,0,1,3,2,0,4,0,0,0,0,0,0,0,1,0,10
otu4003,0,0,0,1,9,3,3,0,2,8,2,3,0,0,0,0,0,0
otu4004,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0
otu4005,0,0,1,47,6,9,0,1,0,7,0,0,0,0,0,13,1,0
