,DLSs01,DLSs02,DLSs03,DPSs01,DPSs02,DPSs03,HLs01,HLs02,HLs03,SLTs01,SLTs02,SLTs03,SLs01,SLs02,SLs03,XSs01,XSs02,XSs03
otu2703,0,0,0,0,0,1423,2,2,1,68,47,39,0,0,0,160,0,166
otu2704,8,3,2,0,0,8,1,4,2,0,0,1,1,6,10,2,1,2
otu2705,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2707,0,4,3,2,0,2,3,5,0,1,0,0,2,2,7,8,2,12
otu2708,7,229,13,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0
otu2709,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0
otu271,0,0,0,0,0,220,1,1,1,135,133,168,0,0,0,388,2,1
otu2711,2,94,2,1,1,2,5,4,2,0,0,0,0,0,0,7,7,13
otu2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu27123,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
otu27124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
otu27125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
otu27127,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0
otu27129,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0
otu2713,0,4,0,4,1,0,8,0,0,1,0,1,0,0,1,1,2,1
otu27131,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
otu27135,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
otu27136,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu27139,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0
otu2714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu27143,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0
otu2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
otu2716,0,0,5,0,1,20,0,0,0,1,0,0,1,0,0,0,0,3
otu2717,0,0,0,0,0,0,1,0,11,3,0,10,0,0,0,0,1,0
otu2719,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu272,5,11,128,3,0,5,34,16,331,1,8,14,2,2,9,25,51,40
otu2720,0,0,0,1,9,0,7,1,4,0,0,0,0,0,0,4,21,3
otu2721,123,6,78,1,0,0,1,2,1,0,0,0,12,9,15,0,0,0
otu27211,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu2722,0,0,0,0,0,5,2,4,3,21,29,24,0,0,0,0,0,0
otu2723,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu2724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu2725,0,0,0,0,0,8,1,1,1,22,15,15,0,0,0,0,0,0
otu2726,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2727,0,0,5,0,165,0,0,0,0,0,0,0,7,3,3,0,0,0
otu2728,0,0,0,0,0,9,2,11,4,7,32,11,1,0,1,0,0,1
otu2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
otu273,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,2
otu2730,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2731,1,0,0,0,0,0,0,0,0,0,0,0,4,26,1,0,0,0
otu2732,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,2,0
otu2733,0,0,0,0,0,3,0,0,0,0,1,2,0,0,1,1,0,0
otu27335,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
otu2734,0,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0
otu27347,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
otu2735,6,2,11,1,7,0,2,5,5,0,0,0,2,4,0,13,10,3
otu2736,0,20,3,7,84,0,13,53,1,0,3,0,2,2,0,2,6,8
otu27362,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0
otu2737,3,7,3,4,1,0,5,14,49,0,1,4,4,4,4,12,8,17
otu2738,0,33,6,1,159,0,0,0,0,0,0,0,4,3,6,0,0,0
otu27383,4,0,1,1,1,0,0,0,0,0,0,0,3,3,6,0,0,0
otu2739,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu27392,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
otu274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2740,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
otu27403,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu2741,0,0,3,0,0,0,1,19,0,0,5,0,2,0,0,4,3,5
otu2742,1,0,0,0,0,0,7,1,0,3,1,0,0,0,0,0,0,0
otu27426,1,6,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0
otu2743,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
otu27438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2744,5,1,0,0,3,0,2,2,1,0,0,0,28,4,5,0,2,0
otu2745,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,0
otu2746,2,0,1,8,14,1,3,6,0,0,0,0,1,0,1,1,7,10
otu2747,1,4,1,0,0,1,1,1,5,0,0,0,3,0,0,3,1,2
otu2748,90,54,20,7,0,1,3,15,4,0,0,0,3,0,0,0,6,4
otu2749,0,0,0,0,0,5,0,0,0,5,2,4,0,0,0,11,0,0
otu275,821,1180,314,75,281,22,21,17,22,8,10,6,46,88,11,162,123,73
otu2750,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
otu2752,0,0,0,0,0,0,12,15,97,0,0,18,0,2,0,13,20,19
otu2753,0,9,14,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
otu2754,0,0,0,0,2,0,0,0,0,0,0,0,1,79,72,0,0,0
otu2755,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu2756,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2757,6,5,14,1,1,3,20,5,9,1,2,0,1,1,0,4,10,4
otu2758,25,16,9,8,24,3,1,1,1,0,0,0,7,16,9,5,1,1
otu2759,0,0,8,6,103,0,6,5,24,2,0,3,6,1,2,9,8,3
otu27595,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
otu27598,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0
otu276,1,0,0,0,0,221,8,3,2,13,6,8,0,0,0,56,36,121
otu2760,4,1,4,1,1,0,13,11,21,0,0,1,2,0,1,85,15,14
otu2761,6,4,5,2,0,0,2,0,1,0,0,0,1,0,4,0,0,0
otu2762,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu2763,0,0,0,0,0,0,1,3,2,3,2,0,0,0,0,0,0,1
otu2764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu27644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu2765,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu27657,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2766,0,0,0,0,0,1,1,3,14,0,3,5,1,0,0,1,1,3
otu27662,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0
otu2767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu27677,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0
otu2768,186,4,16,15,0,0,1,1,0,0,0,0,4,0,0,0,6,0
otu2769,1,0,0,5,2,0,0,0,0,0,0,0,102,1,3,0,0,0
otu277,1,0,0,0,0,204,2,0,20,0,0,4,0,0,0,0,5,234
otu2770,19,2,10,1,0,1,4,1,3,0,1,1,0,1,4,8,10,1
otu2771,0,0,0,0,0,0,6,1,0,4,2,0,3,0,0,0,0,0
otu27713,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
otu27714,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0
otu2772,1,0,0,0,1,45,13,31,12,181,206,176,0,0,0,0,0,0
otu2773,0,0,0,0,0,38,0,0,0,4,3,1,0,0,0,0,0,3
otu2774,9,1,6,9,37,0,2,0,4,0,0,1,10,16,10,0,0,0
otu2775,1,7,2,0,0,0,0,1,0,0,0,0,2,0,0,1,2,8
otu2776,0,0,0,0,0,14,0,1,0,2,6,7,0,0,0,0,9,2
otu2777,1,0,0,0,0,0,0,0,0,1,0,0,3,14,11,0,1,0
otu27774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
otu2778,8,20,42,3,2,0,7,26,10,1,0,1,1,15,44,4,5,6
otu278,86,97,118,32,38,19,68,52,70,29,11,17,69,145,306,143,82,43
otu2780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu2781,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
otu2782,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
otu2783,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
otu2784,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,0,1,6
otu2785,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
otu2786,0,0,3,0,2,7,0,0,0,0,0,0,0,0,0,2,0,5
otu2787,0,0,0,0,0,3,16,13,6,0,0,0,5,5,0,43,34,40
otu2788,2,1,0,0,1,0,2,1,3,0,0,0,1,2,0,0,0,2
otu2789,2,15,78,4,5,0,1,0,0,0,0,0,23,3,2,0,0,0
otu279,16,56,27,3,65,22,49,42,53,15,8,31,104,126,116,136,69,57
otu2791,4,3,2,0,0,2,17,42,12,1,2,0,2,9,22,9,7,4
otu2792,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2793,8,65,32,13,2,2,9,5,10,0,2,0,2,0,0,18,17,12
otu2794,7,1,1,8,1,0,1,0,0,0,0,2,15,2,6,5,2,0
otu2795,0,0,0,2,0,18,99,86,70,201,137,149,7,1,4,12,4,5
otu2796,0,0,0,0,0,0,105,28,10,8,2,0,0,0,1,28,7,10
otu2797,0,0,0,0,0,2,3,5,2,17,25,22,1,0,0,0,0,0
otu2798,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0
otu27994,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
otu28,0,31,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
otu280,9,16,208,2,10,60,120,109,106,1,3,0,4,5,5,340,1398,1832
otu2801,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,4,0
otu28011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
otu2802,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
otu28031,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,0,0,0
otu2805,1,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1
otu28052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu2806,0,1,2,0,0,0,1,1,0,0,0,1,0,0,2,2,6,0
otu2807,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2808,0,2,0,2,8,0,3,0,1,0,0,0,0,0,0,1,3,0
otu2809,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
otu281,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
otu2810,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,0,0
otu2811,0,6,2,0,0,0,1,0,1,0,0,0,0,1,0,3,0,4
otu2812,5,17,207,1,0,0,3,29,4,0,7,0,1,2,0,6,3,9
otu2813,69,6,6,1,11,9,1,4,6,5,3,4,22,59,21,7,4,1
otu28131,0,0,1,0,0,3,0,1,2,1,1,1,0,0,0,1,0,1
otu2814,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu28172,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
otu28173,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
otu28175,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0
otu28177,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0
otu2818,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
otu28184,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu28186,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0
otu2819,1,0,0,0,0,0,42,9,72,5,0,12,0,0,0,4,3,10
otu28193,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0
otu28195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
otu28197,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0
otu282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2820,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
otu28201,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0
otu2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu2822,2,2,1,0,0,0,0,1,0,0,0,0,1,5,3,1,0,8
otu2823,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu2824,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
otu2825,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1
otu2826,1,0,2,0,2,0,2,1,0,0,1,0,0,10,4,2,2,3
otu28268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu2827,0,0,0,0,0,10,2,0,0,1,0,0,0,0,0,0,1,6
otu28272,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0
otu2828,0,0,0,1,0,2,9,1,2,2,0,2,5,0,2,2,4,0
otu2829,0,0,0,0,0,1,51,29,16,7,1,1,1,0,0,16,31,8
otu283,0,23,24,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1
otu2830,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
otu2831,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
otu2832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2833,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu2835,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
otu2836,0,0,1,0,4,0,4,25,5,0,3,1,9,6,123,6,9,6
otu2837,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,3,3,2
otu2838,2,1,2,1,0,0,2,0,0,1,0,0,1,7,1,0,0,0
otu28380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
otu2839,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu28390,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu284,17,11,29,16,2,0,1,1,9,0,1,1,1,0,14,1,2,1
otu2840,0,0,0,0,0,30,0,0,0,2,0,2,0,0,0,0,0,6
otu2841,0,0,8,0,0,0,0,0,0,0,1,0,0,6,1,1,2,0
otu2842,0,0,0,0,0,0,7,23,11,0,3,0,0,0,0,68,38,16
otu28420,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu28421,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2843,0,0,1,0,0,2,0,0,0,0,0,1,3,1,1,0,0,0
otu2845,0,0,0,0,0,13,0,0,0,1,1,3,0,0,0,3,0,1
otu28451,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2846,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu28468,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0
otu2847,2,21,13,7,13,0,15,24,30,2,4,5,19,3,1,16,13,15
otu28476,1,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0
otu2848,3,0,1,0,0,10,0,0,0,1,0,1,0,1,0,0,3,5
otu2849,12,0,4,2,3,1,2,3,7,0,0,0,5,46,88,22,7,6
otu28495,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
otu285,1,29,1,0,1,0,0,0,0,0,0,0,0,0,23,0,2,3
otu2850,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2851,0,0,0,0,0,0,11,29,62,0,2,11,0,0,0,21,10,12
otu2852,0,0,0,0,0,0,6,6,90,0,0,14,0,0,0,18,7,11
otu2854,0,7,1,0,0,0,9,67,3,0,16,0,0,0,0,5,15,4
otu2855,0,0,0,0,0,4,0,0,1,4,0,2,0,0,0,0,0,5
otu2856,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2858,1,0,0,0,0,1,12,0,0,12,0,0,0,0,0,0,0,0
otu2859,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
otu286,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,4,26,4
otu2860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0
otu2861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu28611,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,3,3,0
otu2862,0,1,0,0,0,0,4,1,0,0,2,0,1,0,0,0,0,0
otu2863,27,0,4,0,3,0,1,1,1,0,0,1,12,125,83,0,0,0
otu2865,0,4,0,2,0,0,0,2,1,0,0,0,0,4,2,3,2,1
otu2866,2,0,3,0,1,9,0,0,0,6,5,5,1,28,11,15,0,0
otu2867,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,3,4,3
otu2869,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,4,1,3
otu28690,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
otu287,2,2,156,68,3321,0,3,9,4,0,1,0,135,60,70,5,44,9
otu2870,0,0,0,0,0,4,0,0,0,0,2,1,1,0,0,0,0,1
otu2871,0,0,0,0,0,0,3,1,0,5,4,0,0,0,0,0,0,0
otu28718,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
otu2872,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0
otu2875,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2876,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,3,0
otu28762,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu2877,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
otu28779,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
otu2878,0,0,0,0,0,0,12,11,86,0,0,13,0,0,0,9,25,13
otu2879,0,0,1,0,5,0,2,0,2,1,0,0,1,0,0,2,1,0
otu288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2880,9,2,19,1,5,0,12,12,3,2,1,0,10,4,7,10,6,3
otu2881,15,0,9,0,0,2,4,4,1,0,1,2,0,2,3,1,18,1
otu2882,0,51,7,1,1,3,3,6,4,0,0,0,0,0,0,11,10,78
otu2883,0,0,0,0,1,0,4,7,32,0,0,3,0,2,0,20,6,5
otu2884,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
otu2885,5,8,1,1,3,0,4,4,4,2,2,0,1,10,12,12,9,4
otu28856,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu2886,7,3,0,1,2,0,0,0,0,0,0,0,4,49,21,1,6,0
otu2887,0,2,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
otu2888,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1
otu289,0,0,0,0,1,28,12,2,44,30,16,30,48,29,1,43,3,2
otu2890,0,1,1,0,3,0,1,1,1,0,0,0,0,2,4,1,0,1
otu2891,2,0,0,7,1,0,0,0,0,0,0,0,119,2,4,0,0,0
otu2892,1,0,0,0,0,0,2,3,2,0,0,0,0,2,0,0,3,0
otu2893,4,1,0,0,2,0,0,0,0,0,0,1,13,33,36,1,1,0
otu2894,1,0,0,0,0,0,109,27,42,7,0,7,1,0,1,27,15,25
otu2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
otu2896,1,232,8,10,1,0,0,0,0,2,0,1,0,0,0,0,0,0
otu2897,0,0,0,0,3,1,4,5,5,0,0,0,0,0,3,13,9,9
otu2898,6,23,5,1,2,0,5,5,10,0,1,4,2,0,0,4,8,7
otu29,6,2,14,10,4,30,19,90,59,29,42,31,8,8,6,4,51,13
otu290,0,0,0,0,0,120,84,73,63,597,559,749,1,0,0,0,1,0
otu2900,0,0,0,0,0,10,10,6,6,0,0,0,0,0,0,13,13,114
otu2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
otu29010,1,11,2,0,0,0,0,7,1,0,2,0,0,0,1,2,1,1
otu2902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
otu2903,0,0,0,0,0,4,1,0,1,2,1,2,0,2,1,0,4,1
otu29038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
otu2904,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1
otu2905,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,16
otu2906,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
otu2907,1,0,0,0,0,0,42,87,14,3,11,0,0,0,0,9,4,12
otu2908,1,0,0,0,3,0,0,0,0,0,0,0,118,0,1,0,0,0
otu2909,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
otu291,5,3,7,5,0,12,1,1,7,2,5,12,2,9,9,2,34,1
otu2910,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu29106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu29108,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
otu2911,0,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu2913,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu2914,4,0,0,7,21,0,23,6,0,0,1,1,10,0,2,11,4,3
otu2915,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
otu2916,0,0,0,0,0,0,36,24,66,2,2,10,6,2,2,11,2,12
otu2917,0,0,0,0,0,8,3,5,3,0,0,0,0,13,1,6,4,130
otu2918,12,0,5,8,33,0,0,0,1,0,0,0,11,1,1,1,0,1
otu292,7,4,1,1,0,0,0,1,0,0,1,1,5,0,46,0,0,0
otu2920,88,1,24,3,1,0,1,17,5,0,2,0,9,22,39,4,1,0
otu2921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu2922,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
otu2923,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
otu2924,0,46,0,0,0,0,1,1,1,0,0,0,0,0,0,2,12,1
otu2925,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
otu2926,21,10,22,5,144,2,3,21,8,1,1,1,9,8,9,2,7,5
otu2927,4,25,21,6,4,0,28,9,3,5,1,0,0,1,0,10,7,9
otu2928,0,2,8,1,0,0,62,9,10,5,1,0,0,3,0,19,26,14
otu2929,0,0,0,0,0,0,6,5,84,0,0,5,0,0,0,15,15,16
otu293,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0
otu2930,2,1,1,0,2,4,3,1,1,0,1,1,4,5,2,6,2,7
otu2931,120,1,4,2,1,0,0,0,0,0,0,0,54,2,1,0,0,1
otu2932,1,0,1,2,2,0,0,0,0,0,0,0,97,8,5,0,0,0
otu2933,3,197,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu2934,0,0,0,0,0,0,3,0,1,5,0,0,0,1,0,0,0,0
otu29348,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0
otu29349,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,0,0,0
otu2935,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
otu29352,0,0,0,0,3,0,0,0,0,0,0,0,1,17,5,0,0,0
otu29355,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0
otu2936,2,0,0,1,1,0,62,8,7,3,1,1,69,2,7,7,4,2
otu29366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
otu29368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
otu2937,5,0,1,0,28,0,0,0,0,0,0,0,13,27,113,0,0,1
otu2938,3,0,0,0,0,1,0,0,0,0,1,0,5,7,7,6,1,1
otu2939,1,8,7,3,6,1,13,15,6,0,0,0,7,0,0,17,3,6
otu294,32,84,56,5,4,4,101,1646,96,1,127,2,24,121,43,257,184,163
otu2940,7,0,6,1,35,0,13,16,6,2,0,0,1,7,47,1,8,2
otu2941,0,0,0,1,0,0,44,7,2,10,0,0,41,3,1,4,4,6
otu2942,15,2,12,4,36,1,5,22,3,0,4,2,5,4,4,10,33,16
otu2943,0,1,0,0,5,0,0,0,0,0,0,0,6,274,7,0,1,0
otu2944,23,0,7,3,9,0,5,6,8,0,1,1,11,3,12,3,7,6
otu2945,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
otu2946,0,0,0,0,1,0,22,0,2,1,0,0,62,2,1,4,2,0
otu2947,0,0,0,0,0,0,130,14,11,18,0,0,0,0,0,11,9,3
otu2948,0,0,1,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0
otu2949,4,8,7,6,0,0,3,2,0,1,0,0,2,3,1,4,1,1
otu29496,0,0,1,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0
otu295,45,30,64,65,92,5,47,9,20,8,1,4,96,81,86,41,69,28
otu2950,0,0,0,0,1,8,5,4,1,15,13,4,0,0,0,1,0,0
otu29501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu2951,0,0,0,0,0,29,0,0,1,2,3,1,0,0,0,0,0,13
otu2953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu29535,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
otu2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
otu29542,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0
otu2955,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu29557,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
otu2956,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0
otu29569,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu2957,5,2,11,1,0,0,0,0,4,0,1,0,0,0,4,1,0,0
otu2958,0,0,0,0,0,0,10,89,5,0,7,0,0,0,0,17,14,11
otu2959,4,4,8,2,2,1,5,1,12,1,0,1,2,3,1,1,2,0
