OTU,Kingdom,Phylum,Order,Class,Family,Genus,Species,taxon,taxonomicLevel,trophicMode,guild,trait,growthForm,confidenceRanking,notes,citationSource
Zotu16723,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu16734,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1674,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Sclerocystis,Sclerocystis,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu1677,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Otidea,Otidea,13,Symbiotroph,Ectomycorrhizal,NULL,NULL,Highly Probable,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))"
Zotu1685,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Petromyces,Petromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu16953,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu17041,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph,NULL,Dimorphic Yeast,Probable,This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.,"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
Zotu17193,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1722,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Umbelopsis,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu174,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu1746,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Cladophialophora,Cladophialophora,13,Saprotroph,Undefined Saprotroph,NULL,Microfungus,Probable,NULL,"James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
Zotu1751,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Tomentella,Tomentella,13,Symbiotroph,Ectomycorrhizal,NULL,Corticioid,Highly Probable,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
Zotu17522,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Syzygospora,Syzygospora,13,Pathotroph,Fungal Parasite-Lichen Parasite,NULL,Tremelloid,Highly Probable,NULL,List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
Zotu1758,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Unclassified,Unclassified,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu17593,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporon,Trichosporon,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); https://www.cdc.gov ((https://www.cdc.gov))"
Zotu18222,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Bullera,Bullera,13,Saprotroph-Symbiotroph,Epiphyte-Litter Saprotroph,NULL,Yeast,Probable,"Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Syn. Udeniomyces puniceus); Foliar, isolated from leaves of Melostomae candidum (Nakase et al. 2004)","Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32:225-240 ((https://doi.org/10.2323/jgam.32.225)); Nakase T, et al. 2004. Systematic and Applied Microbiology 27:558-564 ((https://doi.org/10.1078/0723202041748118))"
Zotu1841,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula,13,Pathotroph-Saprotroph,Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,NULL,Yeast,Probable,Opportunistic human pathogen,https://www.cdc.gov ((https://www.cdc.gov))
Zotu1843,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu1849,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Rhizomucor,Rhizomucor,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu18504,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Bullera,Bullera,13,Saprotroph-Symbiotroph,Epiphyte-Litter Saprotroph,NULL,Yeast,Probable,"Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Syn. Udeniomyces puniceus); Foliar, isolated from leaves of Melostomae candidum (Nakase et al. 2004)","Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32:225-240 ((https://doi.org/10.2323/jgam.32.225)); Nakase T, et al. 2004. Systematic and Applied Microbiology 27:558-564 ((https://doi.org/10.1078/0723202041748118))"
Zotu1862,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph,NULL,Dimorphic Yeast,Probable,This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.,"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
Zotu1864,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizidium,Rhizidium,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu18681,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina X,Dictyocatenulata,Dictyocatenulata,13,Symbiotroph,Lichenized,NULL,Thallus,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Zotu18743,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Arthrinium,Arthrinium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1882,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Gaertneriomyces,Gaertneriomyces,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1898,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu1904,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Quambalaria,Quambalaria,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu19063,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina X,Unclassified,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu19120,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridium,Chytridium,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu19182,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Cunninghamella,Cunninghamella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu19188,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Smittium,Smittium,13,Symbiotroph,Animal Endosymbiont,NULL,NULL,Probable,Animal gut fungus,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu193,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu19355,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudocercosporella,Pseudocercosporella,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1977,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu1984,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomyces,Spizellomyces,13,Pathotroph-Saprotroph,Plant Pathogen-Undefined Parasite-Undefined Saprotroph,NULL,Microfungus,Probable,Pollen degrader; Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2025,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2051,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu20778,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Setosphaeria,Setosphaeria,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,NULL,Microfungus,Higly Probable,NULL,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Kusai NA, et al. 2016. Mycologia 108:905-914 ((https://doi.org/10.3852/15-175)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
Zotu2108,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Bullera,Bullera,13,Saprotroph-Symbiotroph,Epiphyte-Litter Saprotroph,NULL,Yeast,Probable,"Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Syn. Udeniomyces puniceus); Foliar, isolated from leaves of Melostomae candidum (Nakase et al. 2004)","Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32:225-240 ((https://doi.org/10.2323/jgam.32.225)); Nakase T, et al. 2004. Systematic and Applied Microbiology 27:558-564 ((https://doi.org/10.1078/0723202041748118))"
Zotu2116,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Rasamsonia,Rasamsonia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu214,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph,NULL,Dimorphic Yeast,Probable,This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.,"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
Zotu2149,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Monoblepharidomycetes,Monoblepharis,Monoblepharis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2206,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Penicillium,Penicillium,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Soft Rot,Microfungus,Highly Probable,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
Zotu2224,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Kockovaella,Kockovaella,13,Symbiotroph,Epiphyte,NULL,Yeast,Probable,"Foliar, isolated from a plant sample collected in a tropical rain forest in Thailand.","Fungsin B, et al. 2002. International Journal of Systematic and Evolutionary Microbiology 52:281-284 ((https://doi.org/10.1099/00207713-52-1-281))"
Zotu2246,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Penicillium,Penicillium,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Soft Rot,Microfungus,Highly Probable,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
Zotu225,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeosphaeriopsis,Phaeosphaeriopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu226,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Lycoperdon,Lycoperdon,13,Saprotroph,Undefined Saprotroph,NULL,Gasteroid,Probable,Common name - puffball,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu22920,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeosphaeriopsis,Phaeosphaeriopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2316,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerella,Plectosphaerella,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,NULL,Microfungus,Probable,"Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110))"
Zotu2332,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu23454,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Tricholomataceae,Tricholomataceae,9,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,NULL,Agaricoid,Probable,"Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Zotu2374,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Exidia,Exidia,13,Saprotroph-Symbiotroph,Endophyte-Undefined Saprotroph,NULL,Tremelloid,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))"
Zotu2375,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Sigmoidea,Sigmoidea,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2397,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Penicillium,Penicillium,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Soft Rot,Microfungus,Highly Probable,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
Zotu241,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Loramyces,Loramyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2429,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula,13,Pathotroph-Saprotroph,Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,NULL,Yeast,Probable,Opportunistic human pathogen,https://www.cdc.gov ((https://www.cdc.gov))
Zotu244,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Catenophlyctis,Catenophlyctis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu2451,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula,13,Pathotroph-Saprotroph,Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph,NULL,Yeast,Probable,Opportunistic human pathogen,https://www.cdc.gov ((https://www.cdc.gov))
Zotu24691,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Acarospora,Acarospora,13,Symbiotroph,Lichenized,NULL,Thallus,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Zotu253,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Pluteus,Pluteus,13,Pathotroph-Saprotroph,Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph,White Rot,Agaricoid,Probable,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
